item;description;procedure;units;units_specification;value_cent;anaesthetic_units;anaesthetic_units_specification;anaesthetic_value_cent;category;sub_category;sub_sub_category;sub_sub_sub_category;note;tariff
6403;CT limb uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6404;CT limb with contrast only;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6405;CT Limb pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6406;CT joint uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6407;CT joint with contrast only;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6408;CT joint pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6409;CT brain uncontrasted (including posterior fossa);;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6410;CT brain with contrast only (including posterior fossa);;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6411;CT brain pre AND post contrast (including posterior fossa);;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6412;CT orbits complete study, axial OR coronal, uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6413;CT orbits complete study, axial AND coronal, uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6414;CT orbits complete study, axial OR coronal pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6415;CT orbits complete study, axial AND coronal pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6416;CT paranasal sinuses limited study axial OR coronal;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6417;CT paranasal sinuses limited study axial AND coronal;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6418;CT paranasal sinuses complete study, axial OR coronal, uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6419;CT paranasal sinuses complete study, axial AND coronal, uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6420;CT paranasal sinuses complete study, axial OR coronal, pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6421;CT paranasal sinuses complete study, axial AND coronal, pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6422;CT pituitary fossa, uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6423;CT pituitary fossa, pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6424;CT internal auditory meati, uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6425;CT internal auditory meati, pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6426;CT mastoids;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6427;CT ear structures, limited study;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6428;CT middle AND inner ear, complete study including reconstructions;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6429;CT facial bones;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6430;CT neck soft tissue, uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6431;CT neck soft tissue with contrast only;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6432;CT neck pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6433;CT cervical spine uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6434;CT cervical spine pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6435;CT cervical spine post myelogram;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6436;CT dorsal spine uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6437;CT dorsal spine pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6438;CT dorsal spine post myelogram;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6439;CT lumbar spine uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6440;CT lumbar spine pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6441;CT lumbar spine post myelogram;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6442;CT pelvimetry (topogram only);;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6443;CT chest uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6444;CT chest with contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6445;CT chest pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6446;CT chest high resolution lungs, limited study;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6447;CT high resolution lungs, complete study;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6448;CT abdomen uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6449;CT abdomen with contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6450;CT abdomen pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6451;CT abdomen triphasic study;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6452;CT pelvis uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6453;CT pelvis with contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6454;CT pelvis pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6455;CT abdomen AND pelvis uncontrasted;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6456;CT abdomen AND pelvis with contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6457;CT abdomen AND pelvis pre AND post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6458;CT chest, abdomen AND pelvis with contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6459;CT base of skull to symphysis pubis with contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6460;CT for dental implants maxilla OR mandible;;0;;0;0;;0;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6461;CT for dental implants maxilla AND mandible;;0;;0;0;;0;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6462;CT angiography per limited region (including spiral, high resolution AND all reconstructions);;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6463;CT angiography per extensive region (including spiral, high resolution, 3D AND all other reconstructions);;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6464;CT limited study any region, may not be added to any other CT code and may only be used once;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6465;CT guidance for aspiration, biopsy or drainage;;0;;0;1100;T ;100384;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6466;CT guidance for aspiration at time of CT diagnostic study;;0;;0;0;;0;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6467;CT stereotactic localisation for biopsy;;0;;0;1100;T ;100384;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6468;CT for radiotherapy planning (not to be used as an add-on);;0;;0;0;;0;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6469;Quantitative CT for bone mineral density;;0;;0;0;;0;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6470;Triphasic study of the liver with CT Abdomen and Pelvis pre and post contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6471;CT of the Chest, triphasic study of the liver, abdomen and pelvis with contrast;;0;;0;500;T ;45624;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6472;Computer Aided Diagnosis for Mammography;;0;;0;0;;0;19  RADIOLOGY ;19.9 Tomography and cinematography;19.9.1 Computed Tomography:;;;namaf_orthopaedic_surgeons_2019
6474;Positron Emmission Tomography (PET) imaging of the whole body using a Coincidence Camera;;0;;0;0;;0;19  RADIOLOGY ;19.13 Diagnostic procedures requiring the use of radio-isotopes;;;;namaf_orthopaedic_surgeons_2019
6475;Positron Emmission Tomography (PET) imaging of a limited body region using a Coincidence Camera;;0;;0;0;;0;19  RADIOLOGY ;19.13 Diagnostic procedures requiring the use of radio-isotopes;;;;namaf_orthopaedic_surgeons_2019
6500;Hand;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6501;Wrist (specify region);;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6503;Scaphoid;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6504;Radius and Ulna;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6505;Elbow;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6506;Humerus;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6507;Shoulder;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6508;Acromio-Clavicula joint;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6509;Clavicle;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6510;Scapula;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6511;Foot;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6512;Ankle;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6513;Calcaneus;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6514;Tibia and fibula;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6515;Knee;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6516;Patella;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6517;Femur;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6518;Hip;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6519;Sesamoid Bone;;770;;17891;0;;0;19  RADIOLOGY ;19.1 Skeleton;19.1.1 Limbs;;;namaf_orthopaedic_surgeons_2019
6669;Faecal Calprotectin;;2151;;40854;0;;0;21 PATHOLOGY;21.8 Biochemical tests: Faeces;;;;namaf_orthopaedic_surgeons_2019
6670;Heavy Metal Profile;;3637;;69070;0;;0;21 PATHOLOGY;21.6 Biochemical tests: Blood;;;;namaf_orthopaedic_surgeons_2019
6671;Metal in Hair;;2265;;43017;0;;0;21 PATHOLOGY;21.9 Biochemical tests: Miscellaneous;;;;namaf_orthopaedic_surgeons_2019
10910;Nuclear Medicine study - Bone regional, static with SPECT;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10915;Nuclear Medicine study - Bone regional, static, with flow, with SPECT;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10920;Nuclear Medicine study - Brain, planar, complete, static;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10925;Nuclear Medicine study - Brain complete static with vascular flow;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10930;Nuclear Medicine study - Brain, planar, complete, static, with SPECT;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10935;Nuclear Medicine study - Brain, planar, complete, static, with flow, with SPECT;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10940;Nuclear Medicine study - CSF flow imaging cisternography;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10945;Nuclear Medicine study - Ventriculography;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10950;Nuclear Medicine study - Shunt evaluation static, planar;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10955;Nuclear Medicine study - CFS leakage detection and localisation;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
10960;Nuclear Medicine study - CSF SPECT;HEAD SKULL AND BRAIN ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
12900;Nuclear Medicine study – Dacrocystography;FACIAL BONES AND NASAL BONES ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
18900;Nuclear Medicine study - Salivary gland imaging; MANDIBLE, TEETH and MAXILLA;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19900;Nuclear Medicine study - Tumour localisation planar, static;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19905;Nuclear Medicine study - Tumour localisation planar, static, multiple studies;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19910;Nuclear Medicine study - Tumour localisation planar, static and SPECT;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19915;Nuclear Medicine study - Tumour localisation planar, static, multiple studies and SPECT;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19920;Nuclear Medicine study - Infection localisation planar, static;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19925;Nuclear Medicine study - Infection localisation planar, static, multiple studies;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19930;Nuclear Medicine study - Infection localisation planar, static and SPECT;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
19935;Nuclear Medicine study - Infection localisation planar, static, multiple studies and SPECT;SOFT TISSUE ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
21900;Nuclear Medicine study - Thyroid, single uptake;THYROID ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
21910;Nuclear medicine study - Thyroid, multiple uptake;THYROID ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
21920;Nuclear medicine study - Thyroid imaging with uptake;THYROID ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
21930;Nuclear medicine study - Thyroid imaging;THYROID ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
21940;Nuclear medicine study - Thyroid imaging with vascular flow;THYROID ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
21950;Nuclear Medicine study - Thyroid suppression/stimuation;THYROID ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
22900;Nuclear medicine study - Parathyroid, planar, static;PARATHYROID;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
22910;Nuclear medicine study - Parathyroid, planar, static, multiple;PARATHYROID;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
22920;Nuclear medicine study - Parathyroid, planar, static with subtraction technique;PARATHYROID;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
22930;Nuclear medicine study - Parathyroid SPECT;PARATHYROID;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29900;Nuclear Medicine study - Tumour localisation planar, static;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29905;Nuclear Medicine study - Tumour localisation planar, static, multiple studies;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29910;Nuclear Medicine study - Tumour localisation planar, static and SPECT;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29915;Nuclear Medicine study - Tumour localisation planar, static, multiple studies and SPECT;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29920;Nuclear Medicine study - Infection localisation planar, static;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29925;Nuclear Medicine study - Infection localisation planar, static, multiple studies;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29930;Nuclear Medicine study - Infection localisation planar, static and SPECT;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29935;Nuclear Medicine study - Infection localisation planar, static, multiple studies and SPECT;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29940;Nuclear medicine sudy - Regional lymph node mapping, static, planar;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29945;Nuclear medicine study - Regional lymph node mapping, static, planar, multiple;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
29950;Nuclear medicine study - Lymph node localisation with gamma probe;SOFT TISSUE;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
30900;Nuclear medicine study - Lung perfusion;THORAX(CHEST WALL, PLEURA, LUNGS and MEDIASTINUM ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
30910;Nuclear Medicine study - Lung ventilation, aerosol;THORAX(CHEST WALL, PLEURA, LUNGS and MEDIASTINUM ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
30920;Nuclear medicine study - Lung perfusion and ventilation;THORAX(CHEST WALL, PLEURA, LUNGS and MEDIASTINUM ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
30930;Nuclear medicine study - Lung ventilation using radio-active gas;THORAX(CHEST WALL, PLEURA, LUNGS and MEDIASTINUM ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
30940;Nuclear Medicine study - Lung perfusion and ventilation using radio-active gas;THORAX(CHEST WALL, PLEURA, LUNGS and MEDIASTINUM ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
30950;Nuclear medicine study - Muco-ciliary clearance study dynamic;THORAX(CHEST WALL, PLEURA, LUNGS and MEDIASTINUM ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
30960;Nuclear medicine study - alveolar permeability;THORAX(CHEST WALL, PLEURA, LUNGS and MEDIASTINUM ;0;;0;0;;0;19  RADIOLOGY ;19.16 NUCLEAR MEDICINE;;;;namaf_orthopaedic_surgeons_2019
